imageId,plane_type,image_path,split
747_218,747,D:\Study\fly\experiments\VLP2_3000\747\747_218.jpg,train
747_219,747,D:\Study\fly\experiments\VLP2_3000\747\747_219.jpg,train
747_22,747,D:\Study\fly\experiments\VLP2_3000\747\747_22.jpg,train
747_220,747,D:\Study\fly\experiments\VLP2_3000\747\747_220.jpg,train
747_221,747,D:\Study\fly\experiments\VLP2_3000\747\747_221.jpg,train
747_222,747,D:\Study\fly\experiments\VLP2_3000\747\747_222.jpg,train
747_223,747,D:\Study\fly\experiments\VLP2_3000\747\747_223.jpg,train
747_224,747,D:\Study\fly\experiments\VLP2_3000\747\747_224.jpg,train
747_225,747,D:\Study\fly\experiments\VLP2_3000\747\747_225.jpg,train
747_226,747,D:\Study\fly\experiments\VLP2_3000\747\747_226.jpg,train
747_227,747,D:\Study\fly\experiments\VLP2_3000\747\747_227.jpg,train
747_228 - 副本,747,D:\Study\fly\experiments\VLP2_3000\747\747_228 - 副本.jpg,train
747_228,747,D:\Study\fly\experiments\VLP2_3000\747\747_228.jpg,train
747_229,747,D:\Study\fly\experiments\VLP2_3000\747\747_229.jpg,train
747_23,747,D:\Study\fly\experiments\VLP2_3000\747\747_23.jpg,train
747_230,747,D:\Study\fly\experiments\VLP2_3000\747\747_230.jpg,train
747_231,747,D:\Study\fly\experiments\VLP2_3000\747\747_231.jpg,train
747_232,747,D:\Study\fly\experiments\VLP2_3000\747\747_232.jpg,train
747_233,747,D:\Study\fly\experiments\VLP2_3000\747\747_233.jpg,train
747_24,747,D:\Study\fly\experiments\VLP2_3000\747\747_24.jpg,train
747_244,747,D:\Study\fly\experiments\VLP2_3000\747\747_244.jpg,train
747_245,747,D:\Study\fly\experiments\VLP2_3000\747\747_245.jpg,train
747_246,747,D:\Study\fly\experiments\VLP2_3000\747\747_246.jpg,train
747_247,747,D:\Study\fly\experiments\VLP2_3000\747\747_247.jpg,train
747_248,747,D:\Study\fly\experiments\VLP2_3000\747\747_248.jpg,train
747_249,747,D:\Study\fly\experiments\VLP2_3000\747\747_249.jpg,train
747_25,747,D:\Study\fly\experiments\VLP2_3000\747\747_25.jpg,train
747_250,747,D:\Study\fly\experiments\VLP2_3000\747\747_250.jpg,train
747_251,747,D:\Study\fly\experiments\VLP2_3000\747\747_251.jpg,train
747_252,747,D:\Study\fly\experiments\VLP2_3000\747\747_252.jpg,train
747_253,747,D:\Study\fly\experiments\VLP2_3000\747\747_253.jpg,train
747_254,747,D:\Study\fly\experiments\VLP2_3000\747\747_254.jpg,train
747_255,747,D:\Study\fly\experiments\VLP2_3000\747\747_255.jpg,train
747_256,747,D:\Study\fly\experiments\VLP2_3000\747\747_256.jpg,train
747_257,747,D:\Study\fly\experiments\VLP2_3000\747\747_257.jpg,train
747_258,747,D:\Study\fly\experiments\VLP2_3000\747\747_258.jpg,train
747_259,747,D:\Study\fly\experiments\VLP2_3000\747\747_259.jpg,train
747_26,747,D:\Study\fly\experiments\VLP2_3000\747\747_26.jpg,train
747_260,747,D:\Study\fly\experiments\VLP2_3000\747\747_260.jpg,train
747_261,747,D:\Study\fly\experiments\VLP2_3000\747\747_261.jpg,train
747_262,747,D:\Study\fly\experiments\VLP2_3000\747\747_262.jpg,train
747_263,747,D:\Study\fly\experiments\VLP2_3000\747\747_263.jpg,train
747_264,747,D:\Study\fly\experiments\VLP2_3000\747\747_264.jpg,train
747_265,747,D:\Study\fly\experiments\VLP2_3000\747\747_265.jpg,train
747_266,747,D:\Study\fly\experiments\VLP2_3000\747\747_266.jpg,train
747_267,747,D:\Study\fly\experiments\VLP2_3000\747\747_267.jpg,train
747_268,747,D:\Study\fly\experiments\VLP2_3000\747\747_268.jpg,train
747_269,747,D:\Study\fly\experiments\VLP2_3000\747\747_269.jpg,train
747_27,747,D:\Study\fly\experiments\VLP2_3000\747\747_27.jpg,train
747_270,747,D:\Study\fly\experiments\VLP2_3000\747\747_270.jpg,train
747_271,747,D:\Study\fly\experiments\VLP2_3000\747\747_271.jpg,train
747_272,747,D:\Study\fly\experiments\VLP2_3000\747\747_272.jpg,train
747_273,747,D:\Study\fly\experiments\VLP2_3000\747\747_273.jpg,train
747_274,747,D:\Study\fly\experiments\VLP2_3000\747\747_274.jpg,train
747_275,747,D:\Study\fly\experiments\VLP2_3000\747\747_275.jpg,train
747_276,747,D:\Study\fly\experiments\VLP2_3000\747\747_276.jpg,train
747_277,747,D:\Study\fly\experiments\VLP2_3000\747\747_277.jpg,train
747_278,747,D:\Study\fly\experiments\VLP2_3000\747\747_278.jpg,train
747_279,747,D:\Study\fly\experiments\VLP2_3000\747\747_279.jpg,train
747_28,747,D:\Study\fly\experiments\VLP2_3000\747\747_28.jpg,train
747_280,747,D:\Study\fly\experiments\VLP2_3000\747\747_280.jpg,train
747_281,747,D:\Study\fly\experiments\VLP2_3000\747\747_281.jpg,train
747_282,747,D:\Study\fly\experiments\VLP2_3000\747\747_282.jpg,train
747_283,747,D:\Study\fly\experiments\VLP2_3000\747\747_283.jpg,train
747_284,747,D:\Study\fly\experiments\VLP2_3000\747\747_284.jpg,train
747_285,747,D:\Study\fly\experiments\VLP2_3000\747\747_285.jpg,train
747_286,747,D:\Study\fly\experiments\VLP2_3000\747\747_286.jpg,train
747_287,747,D:\Study\fly\experiments\VLP2_3000\747\747_287.jpg,train
747_288,747,D:\Study\fly\experiments\VLP2_3000\747\747_288.jpg,valid
747_289,747,D:\Study\fly\experiments\VLP2_3000\747\747_289.jpg,valid
747_29,747,D:\Study\fly\experiments\VLP2_3000\747\747_29.jpg,valid
747_290,747,D:\Study\fly\experiments\VLP2_3000\747\747_290.jpg,valid
747_291,747,D:\Study\fly\experiments\VLP2_3000\747\747_291.jpg,valid
747_292,747,D:\Study\fly\experiments\VLP2_3000\747\747_292.jpg,valid
747_293,747,D:\Study\fly\experiments\VLP2_3000\747\747_293.jpg,valid
747_294,747,D:\Study\fly\experiments\VLP2_3000\747\747_294.jpg,valid
747_295,747,D:\Study\fly\experiments\VLP2_3000\747\747_295.jpg,valid
747_296,747,D:\Study\fly\experiments\VLP2_3000\747\747_296.jpg,valid
747_297,747,D:\Study\fly\experiments\VLP2_3000\747\747_297.jpg,valid
747_298,747,D:\Study\fly\experiments\VLP2_3000\747\747_298.jpg,valid
747_299,747,D:\Study\fly\experiments\VLP2_3000\747\747_299.jpg,valid
747_3,747,D:\Study\fly\experiments\VLP2_3000\747\747_3.jpg,valid
747_30,747,D:\Study\fly\experiments\VLP2_3000\747\747_30.jpg,valid
747_300,747,D:\Study\fly\experiments\VLP2_3000\747\747_300.jpg,valid
747_31,747,D:\Study\fly\experiments\VLP2_3000\747\747_31.jpg,valid
747_32,747,D:\Study\fly\experiments\VLP2_3000\747\747_32.jpg,valid
747_33,747,D:\Study\fly\experiments\VLP2_3000\747\747_33.jpg,valid
747_34,747,D:\Study\fly\experiments\VLP2_3000\747\747_34.jpg,valid
747_35,747,D:\Study\fly\experiments\VLP2_3000\747\747_35.jpg,valid
747_36,747,D:\Study\fly\experiments\VLP2_3000\747\747_36.jpg,valid
747_37,747,D:\Study\fly\experiments\VLP2_3000\747\747_37.jpg,valid
747_38,747,D:\Study\fly\experiments\VLP2_3000\747\747_38.jpg,valid
747_39,747,D:\Study\fly\experiments\VLP2_3000\747\747_39.jpg,valid
747_4,747,D:\Study\fly\experiments\VLP2_3000\747\747_4.jpg,valid
747_40,747,D:\Study\fly\experiments\VLP2_3000\747\747_40.jpg,valid
747_41,747,D:\Study\fly\experiments\VLP2_3000\747\747_41.jpg,valid
747_42,747,D:\Study\fly\experiments\VLP2_3000\747\747_42.jpg,valid
747_43,747,D:\Study\fly\experiments\VLP2_3000\747\747_43.jpg,valid
747_44,747,D:\Study\fly\experiments\VLP2_3000\747\747_44.jpg,test
747_45,747,D:\Study\fly\experiments\VLP2_3000\747\747_45.jpg,test
747_46,747,D:\Study\fly\experiments\VLP2_3000\747\747_46.jpg,test
747_47,747,D:\Study\fly\experiments\VLP2_3000\747\747_47.jpg,test
747_48,747,D:\Study\fly\experiments\VLP2_3000\747\747_48.jpg,test
747_49,747,D:\Study\fly\experiments\VLP2_3000\747\747_49.jpg,test
747_5,747,D:\Study\fly\experiments\VLP2_3000\747\747_5.jpg,test
747_50,747,D:\Study\fly\experiments\VLP2_3000\747\747_50.jpg,test
747_51,747,D:\Study\fly\experiments\VLP2_3000\747\747_51.jpg,test
747_52,747,D:\Study\fly\experiments\VLP2_3000\747\747_52.jpg,test
747_53,747,D:\Study\fly\experiments\VLP2_3000\747\747_53.jpg,test
747_54,747,D:\Study\fly\experiments\VLP2_3000\747\747_54.jpg,test
747_55,747,D:\Study\fly\experiments\VLP2_3000\747\747_55.jpg,test
747_56,747,D:\Study\fly\experiments\VLP2_3000\747\747_56.jpg,test
747_57,747,D:\Study\fly\experiments\VLP2_3000\747\747_57.jpg,test
747_58,747,D:\Study\fly\experiments\VLP2_3000\747\747_58.jpg,test
747_59,747,D:\Study\fly\experiments\VLP2_3000\747\747_59.jpg,test
747_6,747,D:\Study\fly\experiments\VLP2_3000\747\747_6.jpg,test
747_60,747,D:\Study\fly\experiments\VLP2_3000\747\747_60.jpg,test
747_61,747,D:\Study\fly\experiments\VLP2_3000\747\747_61.jpg,test
747_62,747,D:\Study\fly\experiments\VLP2_3000\747\747_62.jpg,test
747_63,747,D:\Study\fly\experiments\VLP2_3000\747\747_63.jpg,test
747_64,747,D:\Study\fly\experiments\VLP2_3000\747\747_64.jpg,test
747_65,747,D:\Study\fly\experiments\VLP2_3000\747\747_65.jpg,test
747_66,747,D:\Study\fly\experiments\VLP2_3000\747\747_66.jpg,test
747_67,747,D:\Study\fly\experiments\VLP2_3000\747\747_67.jpg,test
747_68,747,D:\Study\fly\experiments\VLP2_3000\747\747_68.jpg,test
747_69,747,D:\Study\fly\experiments\VLP2_3000\747\747_69.jpg,test
747_7,747,D:\Study\fly\experiments\VLP2_3000\747\747_7.jpg,test
747_70,747,D:\Study\fly\experiments\VLP2_3000\747\747_70.jpg,test
747_71,747,D:\Study\fly\experiments\VLP2_3000\747\747_71.jpg,test
747_72,747,D:\Study\fly\experiments\VLP2_3000\747\747_72.jpg,test
747_73,747,D:\Study\fly\experiments\VLP2_3000\747\747_73.jpg,test
747_74,747,D:\Study\fly\experiments\VLP2_3000\747\747_74.jpg,test
747_75,747,D:\Study\fly\experiments\VLP2_3000\747\747_75.jpg,test
747_76,747,D:\Study\fly\experiments\VLP2_3000\747\747_76.jpg,test
747_77,747,D:\Study\fly\experiments\VLP2_3000\747\747_77.jpg,test
747_78,747,D:\Study\fly\experiments\VLP2_3000\747\747_78.jpg,test
747_79,747,D:\Study\fly\experiments\VLP2_3000\747\747_79.jpg,test
747_8,747,D:\Study\fly\experiments\VLP2_3000\747\747_8.jpg,test
747_80,747,D:\Study\fly\experiments\VLP2_3000\747\747_80.jpg,test
747_81,747,D:\Study\fly\experiments\VLP2_3000\747\747_81.jpg,test
747_82,747,D:\Study\fly\experiments\VLP2_3000\747\747_82.jpg,test
747_83,747,D:\Study\fly\experiments\VLP2_3000\747\747_83.jpg,test
747_84,747,D:\Study\fly\experiments\VLP2_3000\747\747_84.jpg,test
747_85,747,D:\Study\fly\experiments\VLP2_3000\747\747_85.jpg,test
747_87,747,D:\Study\fly\experiments\VLP2_3000\747\747_87.jpg,test
747_88,747,D:\Study\fly\experiments\VLP2_3000\747\747_88.jpg,test
747_89,747,D:\Study\fly\experiments\VLP2_3000\747\747_89.jpg,test
747_9,747,D:\Study\fly\experiments\VLP2_3000\747\747_9.jpg,test
747_90,747,D:\Study\fly\experiments\VLP2_3000\747\747_90.jpg,test
747_91,747,D:\Study\fly\experiments\VLP2_3000\747\747_91.jpg,test
747_92,747,D:\Study\fly\experiments\VLP2_3000\747\747_92.jpg,test
747_93,747,D:\Study\fly\experiments\VLP2_3000\747\747_93.jpg,test
747_94,747,D:\Study\fly\experiments\VLP2_3000\747\747_94.jpg,test
747_95,747,D:\Study\fly\experiments\VLP2_3000\747\747_95.jpg,test
747_96,747,D:\Study\fly\experiments\VLP2_3000\747\747_96.jpg,test
747_97,747,D:\Study\fly\experiments\VLP2_3000\747\747_97.jpg,test
747_98,747,D:\Study\fly\experiments\VLP2_3000\747\747_98.jpg,test
747_99,747,D:\Study\fly\experiments\VLP2_3000\747\747_99.jpg,test
114,A10,D:\Study\fly\experiments\VLP2_3000\A10\114.jpg,train
115,A10,D:\Study\fly\experiments\VLP2_3000\A10\115.jpg,train
116,A10,D:\Study\fly\experiments\VLP2_3000\A10\116.jpg,train
117,A10,D:\Study\fly\experiments\VLP2_3000\A10\117.jpg,train
118,A10,D:\Study\fly\experiments\VLP2_3000\A10\118.jpg,train
119,A10,D:\Study\fly\experiments\VLP2_3000\A10\119.jpg,train
120,A10,D:\Study\fly\experiments\VLP2_3000\A10\120.jpg,train
121,A10,D:\Study\fly\experiments\VLP2_3000\A10\121.jpg,train
122,A10,D:\Study\fly\experiments\VLP2_3000\A10\122.jpg,train
123,A10,D:\Study\fly\experiments\VLP2_3000\A10\123.jpg,train
124,A10,D:\Study\fly\experiments\VLP2_3000\A10\124.jpg,train
125,A10,D:\Study\fly\experiments\VLP2_3000\A10\125.jpg,train
126,A10,D:\Study\fly\experiments\VLP2_3000\A10\126.jpg,train
127,A10,D:\Study\fly\experiments\VLP2_3000\A10\127.jpg,train
128,A10,D:\Study\fly\experiments\VLP2_3000\A10\128.jpg,train
129,A10,D:\Study\fly\experiments\VLP2_3000\A10\129.jpg,train
130,A10,D:\Study\fly\experiments\VLP2_3000\A10\130.jpg,train
131,A10,D:\Study\fly\experiments\VLP2_3000\A10\131.jpg,train
132,A10,D:\Study\fly\experiments\VLP2_3000\A10\132.jpg,train
133,A10,D:\Study\fly\experiments\VLP2_3000\A10\133.jpg,train
134,A10,D:\Study\fly\experiments\VLP2_3000\A10\134.jpg,train
135,A10,D:\Study\fly\experiments\VLP2_3000\A10\135.jpg,train
136,A10,D:\Study\fly\experiments\VLP2_3000\A10\136.jpg,train
137,A10,D:\Study\fly\experiments\VLP2_3000\A10\137.jpg,train
138,A10,D:\Study\fly\experiments\VLP2_3000\A10\138.jpg,train
139,A10,D:\Study\fly\experiments\VLP2_3000\A10\139.jpg,train
140,A10,D:\Study\fly\experiments\VLP2_3000\A10\140.jpg,train
141,A10,D:\Study\fly\experiments\VLP2_3000\A10\141.jpg,train
142,A10,D:\Study\fly\experiments\VLP2_3000\A10\142.jpg,train
143,A10,D:\Study\fly\experiments\VLP2_3000\A10\143.jpg,train
144,A10,D:\Study\fly\experiments\VLP2_3000\A10\144.jpg,train
145,A10,D:\Study\fly\experiments\VLP2_3000\A10\145.jpg,train
146,A10,D:\Study\fly\experiments\VLP2_3000\A10\146.jpg,train
147,A10,D:\Study\fly\experiments\VLP2_3000\A10\147.jpg,train
148,A10,D:\Study\fly\experiments\VLP2_3000\A10\148.jpg,train
149,A10,D:\Study\fly\experiments\VLP2_3000\A10\149.jpg,train
150,A10,D:\Study\fly\experiments\VLP2_3000\A10\150.jpg,train
151,A10,D:\Study\fly\experiments\VLP2_3000\A10\151.jpg,train
152,A10,D:\Study\fly\experiments\VLP2_3000\A10\152.jpg,train
153,A10,D:\Study\fly\experiments\VLP2_3000\A10\153.jpg,train
154,A10,D:\Study\fly\experiments\VLP2_3000\A10\154.jpg,train
155,A10,D:\Study\fly\experiments\VLP2_3000\A10\155.jpg,train
156,A10,D:\Study\fly\experiments\VLP2_3000\A10\156.jpg,train
157,A10,D:\Study\fly\experiments\VLP2_3000\A10\157.jpg,train
158,A10,D:\Study\fly\experiments\VLP2_3000\A10\158.jpg,train
159,A10,D:\Study\fly\experiments\VLP2_3000\A10\159.jpg,train
160,A10,D:\Study\fly\experiments\VLP2_3000\A10\160.jpg,train
161,A10,D:\Study\fly\experiments\VLP2_3000\A10\161.jpg,train
162,A10,D:\Study\fly\experiments\VLP2_3000\A10\162.jpg,train
163,A10,D:\Study\fly\experiments\VLP2_3000\A10\163.jpg,train
164,A10,D:\Study\fly\experiments\VLP2_3000\A10\164.jpg,train
165,A10,D:\Study\fly\experiments\VLP2_3000\A10\165.jpg,train
166,A10,D:\Study\fly\experiments\VLP2_3000\A10\166.jpg,train
167,A10,D:\Study\fly\experiments\VLP2_3000\A10\167.jpg,train
168,A10,D:\Study\fly\experiments\VLP2_3000\A10\168.jpg,train
169,A10,D:\Study\fly\experiments\VLP2_3000\A10\169.jpg,train
170,A10,D:\Study\fly\experiments\VLP2_3000\A10\170.jpg,train
171,A10,D:\Study\fly\experiments\VLP2_3000\A10\171.jpg,train
172,A10,D:\Study\fly\experiments\VLP2_3000\A10\172.jpg,train
173,A10,D:\Study\fly\experiments\VLP2_3000\A10\173.jpg,train
174,A10,D:\Study\fly\experiments\VLP2_3000\A10\174.jpg,train
